PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899601	1473275474206	1473275474971	SHIFT	16
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899605	1473275474938	1473275475018	D	68
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899608	1473275475130	1473275475210	o	79
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899612	1473275475290	1473275475386	 	32
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899621	1473275475514	1473275475626	y	89
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899629	1473275475642	1473275475834	o	79
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899691	1473275475770	1473275475914	u	85
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899696	1473275476106	1473275476218	 	32
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899699	1473275476281	1473275476361	h	72
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899702	1473275476409	1473275476522	a	65
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899707	1473275476586	1473275476634	v	86
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899712	1473275476714	1473275476825	e	69
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899796	1473275476905	1473275476985	 	32
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899801	1473275477065	1473275477146	i	73
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899806	1473275477225	1473275477305	t	84
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899810	1473275477369	1473275477481	 	32
100013	1091145	Do you have it yet?.	Do you have it yet?.	51899814	1473275477850	1473275477929	y	89
100013	1091145	Do you have it yet?.	Do you have it yet?.	51900080	1473275477961	1473275478041	e	69
100013	1091145	Do you have it yet?.	Do you have it yet?.	51900088	1473275478169	1473275478249	t	84
100013	1091145	Do you have it yet?.	Do you have it yet?.	51900096	1473275478777	1473275479113	SHIFT	16
100013	1091145	Do you have it yet?.	Do you have it yet?.	51900092	1473275478969	1473275479049	?	191
100013	1091145	Do you have it yet?.	Do you have it yet?.	51900102	1473275480313	1473275480377	.	190
100013	1091173	It's quite a weekend.	It's quite a weekend.	51900687	1473275485369	1473275485529	SHIFT	16
100013	1091173	It's quite a weekend.	It's quite a weekend.	51900694	1473275485481	1473275485529	I	73
100013	1091173	It's quite a weekend.	It's quite a weekend.	51900703	1473275485721	1473275485817	t	84
100013	1091173	It's quite a weekend.	It's quite a weekend.	51900710	1473275486553	1473275486649	'	222
