PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
100122	1092403	This event will be a blast.	This event will be a blast. 	51959394	1473276028961	1473276029164	SHIFT	16
100122	1092403	This event will be a blast.	This event will be a blast. 	51959396	1473276029164	1473276029294	t	84
100122	1092403	This event will be a blast.	This event will be a blast. 	51959398	1473276029280	1473276029348	h	72
100122	1092403	This event will be a blast.	This event will be a blast. 	51959401	1473276029613	1473276029761	i	73
100122	1092403	This event will be a blast.	This event will be a blast. 	51959404	1473276029823	1473276029961	s	83
100122	1092403	This event will be a blast.	This event will be a blast. 	51959407	1473276030238	1473276030300	BKSP	8
100122	1092403	This event will be a blast.	This event will be a blast. 	51959411	1473276030394	1473276030444	BKSP	8
100122	1092403	This event will be a blast.	This event will be a blast. 	51959415	1473276030513	1473276030564	BKSP	8
100122	1092403	This event will be a blast.	This event will be a blast. 	51959418	1473276030628	1473276030682	BKSP	8
100122	1092403	This event will be a blast.	This event will be a blast. 	51959421	1473276030925	1473276031050	SHIFT	16
100122	1092403	This event will be a blast.	This event will be a blast. 	51959425	1473276031050	1473276031177	t	84
100122	1092403	This event will be a blast.	This event will be a blast. 	51959440	1473276031220	1473276031437	h	72
100122	1092403	This event will be a blast.	This event will be a blast. 	51959444	1473276031468	1473276031594	s	83
100122	1092403	This event will be a blast.	This event will be a blast. 	51959447	1473276031782	1473276031833	BKSP	8
100122	1092403	This event will be a blast.	This event will be a blast. 	51959452	1473276031911	1473276031956	BKSP	8
100122	1092403	This event will be a blast.	This event will be a blast. 	51959458	1473276032043	1473276032100	BKSP	8
100122	1092403	This event will be a blast.	This event will be a blast. 	51959461	1473276032413	1473276032612	SHIFT	16
100122	1092403	This event will be a blast.	This event will be a blast. 	51959464	1473276032564	1473276032662	T	84
100122	1092403	This event will be a blast.	This event will be a blast. 	51959466	1473276032787	1473276032915	h	72
100122	1092403	This event will be a blast.	This event will be a blast. 	51959554	1473276032863	1473276033004	i	73
100122	1092403	This event will be a blast.	This event will be a blast. 	51959559	1473276033004	1473276033112	s	83
100122	1092403	This event will be a blast.	This event will be a blast. 	51959563	1473276033127	1473276033245	 	32
100122	1092403	This event will be a blast.	This event will be a blast. 	51959570	1473276033291	1473276033397	e	69
100122	1092403	This event will be a blast.	This event will be a blast. 	51959575	1473276033584	1473276033758	e	69
100122	1092403	This event will be a blast.	This event will be a blast. 	51959578	1473276033758	1473276033878	n	78
100122	1092403	This event will be a blast.	This event will be a blast. 	51959592	1473276034141	1473276034180	BKSP	8
100122	1092403	This event will be a blast.	This event will be a blast. 	51959594	1473276034247	1473276034316	BKSP	8
100122	1092403	This event will be a blast.	This event will be a blast. 	51959597	1473276034441	1473276034564	v	86
100122	1092403	This event will be a blast.	This event will be a blast. 	51959599	1473276034515	1473276034684	e	69
100122	1092403	This event will be a blast.	This event will be a blast. 	51959603	1473276034660	1473276034779	n	78
100122	1092403	This event will be a blast.	This event will be a blast. 	51959605	1473276034825	1473276034866	t	84
100122	1092403	This event will be a blast.	This event will be a blast. 	51959608	1473276034913	1473276034996	 	32
100122	1092403	This event will be a blast.	This event will be a blast. 	51959709	1473276035147	1473276035324	w	87
100122	1092403	This event will be a blast.	This event will be a blast. 	51959710	1473276035454	1473276035563	i	73
100122	1092403	This event will be a blast.	This event will be a blast. 	51959713	1473276036110	1473276036194	l	76
100122	1092403	This event will be a blast.	This event will be a blast. 	51959714	1473276036273	1473276036329	l	76
100122	1092403	This event will be a blast.	This event will be a blast. 	51959715	1473276036563	1473276036646	 	32
100122	1092403	This event will be a blast.	This event will be a blast. 	51959769	1473276036771	1473276036876	b	66
100122	1092403	This event will be a blast.	This event will be a blast. 	51959774	1473276036876	1473276036993	e	69
