PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
100003	1090988	There will be some better news later today	There will be some better news later today	51891698	1473275378091	1473275378603	SHIFT	16
100003	1090988	There will be some better news later today	There will be some better news later today	51891703	1473275378570	1473275378657	T	84
100003	1090988	There will be some better news later today	There will be some better news later today	51891708	1473275378727	1473275378803	h	72
100003	1090988	There will be some better news later today	There will be some better news later today	51891714	1473275378830	1473275378900	e	69
100003	1090988	There will be some better news later today	There will be some better news later today	51891719	1473275379008	1473275379057	r	82
100003	1090988	There will be some better news later today	There will be some better news later today	51891723	1473275379159	1473275379233	e	69
100003	1090988	There will be some better news later today	There will be some better news later today	51891766	1473275379310	1473275379364	 	32
100003	1090988	There will be some better news later today	There will be some better news later today	51891775	1473275379413	1473275379462	w	87
100003	1090988	There will be some better news later today	There will be some better news later today	51891782	1473275379516	1473275379560	i	73
100003	1090988	There will be some better news later today	There will be some better news later today	51891791	1473275379694	1473275379726	l	76
100003	1090988	There will be some better news later today	There will be some better news later today	51891798	1473275379817	1473275379878	l	76
100003	1090988	There will be some better news later today	There will be some better news later today	51891822	1473275379932	1473275379970	 	32
100003	1090988	There will be some better news later today	There will be some better news later today	51891830	1473275380082	1473275380143	b	66
100003	1090988	There will be some better news later today	There will be some better news later today	51891835	1473275380191	1473275380234	e	69
100003	1090988	There will be some better news later today	There will be some better news later today	51891842	1473275380290	1473275380338	 	32
100003	1090988	There will be some better news later today	There will be some better news later today	51891848	1473275380381	1473275380430	s	83
100003	1090988	There will be some better news later today	There will be some better news later today	51891884	1473275380463	1473275380523	o	79
100003	1090988	There will be some better news later today	There will be some better news later today	51891890	1473275380599	1473275380658	m	77
100003	1090988	There will be some better news later today	There will be some better news later today	51891893	1473275380685	1473275380741	e	69
100003	1090988	There will be some better news later today	There will be some better news later today	51891899	1473275380779	1473275380837	 	32
100003	1090988	There will be some better news later today	There will be some better news later today	51891905	1473275380987	1473275381053	b	66
100003	1090988	There will be some better news later today	There will be some better news later today	51891955	1473275381113	1473275381172	e	69
100003	1090988	There will be some better news later today	There will be some better news later today	51891959	1473275381284	1473275381328	t	84
100003	1090988	There will be some better news later today	There will be some better news later today	51891968	1473275381415	1473275381458	t	84
100003	1090988	There will be some better news later today	There will be some better news later today	51891976	1473275381528	1473275381588	e	69
100003	1090988	There will be some better news later today	There will be some better news later today	51891984	1473275381673	1473275381722	r	82
100003	1090988	There will be some better news later today	There will be some better news later today	51892026	1473275381762	1473275381800	 	32
100003	1090988	There will be some better news later today	There will be some better news later today	51892031	1473275381901	1473275381962	n	78
100003	1090988	There will be some better news later today	There will be some better news later today	51892034	1473275381973	1473275382140	e	69
100003	1090988	There will be some better news later today	There will be some better news later today	51892038	1473275382107	1473275382226	w	87
100003	1090988	There will be some better news later today	There will be some better news later today	51892043	1473275382371	1473275382463	s	83
100003	1090988	There will be some better news later today	There will be some better news later today	51892110	1473275382533	1473275382587	 	32
100003	1090988	There will be some better news later today	There will be some better news later today	51892115	1473275382683	1473275382755	l	76
100003	1090988	There will be some better news later today	There will be some better news later today	51892121	1473275382749	1473275382840	a	65
100003	1090988	There will be some better news later today	There will be some better news later today	51892127	1473275382927	1473275383057	t	84
100003	1090988	There will be some better news later today	There will be some better news later today	51892180	1473275383039	1473275383121	e	69
100003	1090988	There will be some better news later today	There will be some better news later today	51892186	1473275383228	1473275383267	r	82
100003	1090988	There will be some better news later today	There will be some better news later today	51892193	1473275383326	1473275383366	 	32
100003	1090988	There will be some better news later today	There will be some better news later today	51892197	1473275383445	1473275383494	t	84
100003	1090988	There will be some better news later today	There will be some better news later today	51892202	1473275383522	1473275383582	o	79
100003	1090988	There will be some better news later today	There will be some better news later today	51892204	1473275383678	1473275383819	d	68
